"","Credit","balance_credit_acc","duration","moral","verw","hoehe","sparkont","beszeit","rate","famges","buerge","wohnzeit","verm","alter","weitkred","wohn","bishkred","beruf","pers","telef","gastarb"
"350","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","repair",701,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",32,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"351","Good"," ... >= 200 DM or checking account for at least 1 year",10,"paid back previous credits at this bank","used car",2069," >= 1000,- DM","1 <= ... < 4 years","25 <= ... < 35","female: single","none","< 1 year","Savings contract with a building society / Life insurance",26,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","no"
"352","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","other",1525,"500,- <= ... < 1000,- DM","4 <= ... < 7 years","< 20","female: divorced / living apart / married","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",34,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"353","Good"," ... >= 200 DM or checking account for at least 1 year",48,"paid back previous credits at this bank","retraining",7629," >= 1000,- DM",">= 7 years","< 20","male: divorced / living apart","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",46,"at other banks","rented flat","two or three","executive / self-employed / higher civil servant","0 to 2","no","yes"
"354","Bad","no running account",12,"paid back previous credits at this bank","other",3499,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","Co-Applicant","1 <= ... < 4 years","not available / no assets",29,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"355","Good"," ... >= 200 DM or checking account for at least 1 year",6,"no previous credits / paid back all previous credits","items of furniture",1346,"< 100,- DM",">= 7 years","25 <= ... < 35","male: married / widowed","none",">= 7 years","Ownership of house or land",42,"at other banks","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"356","Good"," ... >= 200 DM or checking account for at least 1 year",36,"paid back previous credits at this bank","new car",10477," >= 1000,- DM",">= 7 years","25 <= ... < 35","male: married / widowed","none",">= 7 years","Ownership of house or land",42,"no further running credits","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"357","Good","no running account",24,"no previous credits / paid back all previous credits","new car",2924,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","male: married / widowed","Guarantor",">= 7 years","Ownership of house or land",63,"at other banks","rented flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"358","Good"," ... >= 200 DM or checking account for at least 1 year",10,"paid back previous credits at this bank","other",1231,"not available / no savings",">= 7 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","not available / no assets",32,"no further running credits","rented flat","two or three","unskilled with permanent residence","0 to 2","no","no"
"359","Good","0 <= ... <= 200",18,"no previous credits / paid back all previous credits","other",1961,"not available / no savings",">= 7 years","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",23,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","no","yes"
"360","Good"," ... >= 200 DM or checking account for at least 1 year",15,"paid back previous credits at this bank","other",5045," >= 1000,- DM",">= 7 years",">= 35","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",59,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"361","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","other",1255,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","not available / no assets",61,"no further running credits","rented flat","two or three","unskilled with permanent residence","3 and more","no","yes"
"362","Good","no running account",12,"no previous credits / paid back all previous credits","used car",1858,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","< 1 year","Savings contract with a building society / Life insurance",22,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"363","Good"," ... >= 200 DM or checking account for at least 1 year",6,"paid back previous credits at this bank","used car",1221," >= 1000,- DM","1 <= ... < 4 years",">= 35","female: single","none","1 <= ... < 4 years","Car / Other",27,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"364","Good"," ... >= 200 DM or checking account for at least 1 year",9,"no previous credits / paid back all previous credits","used car",1388,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","not available / no assets",26,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"365","Good"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","items of furniture",2279," >= 1000,- DM","1 <= ... < 4 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",37,"no further running credits","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"366","Good"," ... >= 200 DM or checking account for at least 1 year",12,"hesitant payment of previous credits","used car",2759,"not available / no savings",">= 7 years","25 <= ... < 35","male: married / widowed","none",">= 7 years","Car / Other",34,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"367","Good","0 <= ... <= 200",24,"no previous credits / paid back all previous credits","items of furniture",1258,"100,- <= ... < 500,- DM","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",57,"no further running credits","rented flat","one","unskilled with permanent residence","3 and more","no","yes"
